match_id,date,home_team,away_team,competition,sb_stage,sb_match_week,stadium,referee,home_xg,away_xg,home_shots,away_shots,home_sot,away_sot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,home_passes,away_passes,home_goals_sb,away_goals_sb,possession_note
4b3d4fad99,2022-11-20,Qatar,Ecuador,FIFA World Cup 2022,Group Stage,1,Al Bayt Stadium,Daniele Orsato,0.304,1.154,5,6,0,3,1,3,17,14,4,2,0,0,468,519,0,2,not in open data; use pass share as proxy
9762b4afbd,2022-11-21,England,Iran,FIFA World Cup 2022,Group Stage,1,Sheikh Khalifa International Stadium,Raphael Claus,1.987,1.456,13,8,7,3,8,0,9,21,0,2,0,0,846,247,6,2,not in open data; use pass share as proxy
7f4768d822,2022-11-21,Senegal,Netherlands,FIFA World Cup 2022,Group Stage,1,Al Thumama Stadium,Wilton Pereira Sampaio,0.691,1.124,15,10,4,3,6,7,13,16,2,1,0,0,430,491,0,2,not in open data; use pass share as proxy
ace697a3c9,2022-11-21,United States,Wales,FIFA World Cup 2022,Group Stage,1,Ahmad bin Ali Stadium,Abdulrahman Ibrahim Al Jassim,0.602,1.395,6,7,1,3,5,3,17,10,4,2,0,0,610,443,1,1,not in open data; use pass share as proxy
ff23621188,2022-11-22,Argentina,Saudi Arabia,FIFA World Cup 2022,Group Stage,1,Lusail Stadium,Slavko Vinčić,2.492,0.153,15,3,6,2,9,2,7,22,0,6,0,0,646,286,1,2,not in open data; use pass share as proxy
2630627662,2022-11-22,Denmark,Tunisia,FIFA World Cup 2022,Group Stage,1,Education City Stadium ,César Arturo Ramos Palazuelos,1.567,1.06,11,13,5,1,11,9,13,10,2,1,0,0,646,417,0,0,not in open data; use pass share as proxy
7324621264,2022-11-22,France,Australia,FIFA World Cup 2022,Group Stage,1,Al Janoub Stadium   ,Victor Miguel de Freitas Gomes,3.17,0.323,23,4,6,1,8,1,4,14,0,3,0,0,763,475,4,1,not in open data; use pass share as proxy
ce9a7808a7,2022-11-22,Mexico,Poland,FIFA World Cup 2022,Group Stage,1,Stadium 974,Chris Beath,0.529,1.138,11,6,4,2,6,5,14,15,2,1,0,0,544,362,0,0,not in open data; use pass share as proxy
f19c3f3e88,2022-11-23,Belgium,Canada,FIFA World Cup 2022,Group Stage,1,Ahmad bin Ali Stadium,Janny Sikazwe,0.67,2.546,9,22,3,3,4,4,11,15,3,2,0,0,534,480,1,0,not in open data; use pass share as proxy
f4157497e4,2022-11-23,Germany,Japan,FIFA World Cup 2022,Group Stage,1,Sheikh Khalifa International Stadium,Ivan Arcides Barton Cisneros,2.768,1.249,26,12,9,4,6,6,7,15,0,0,0,0,826,294,1,2,not in open data; use pass share as proxy
f91e44834b,2022-11-23,Morocco,Croatia,FIFA World Cup 2022,Group Stage,1,Al Bayt Stadium,Fernando Andrés Rapallini,0.363,0.85,8,5,2,1,0,5,18,12,1,0,0,0,384,686,0,0,not in open data; use pass share as proxy
2fdd1ef4b3,2022-11-23,Spain,Costa Rica,FIFA World Cup 2022,Group Stage,1,Al Thumama Stadium,,2.762,0.0,17,0,8,0,5,0,8,14,0,2,0,0,1090,250,7,0,not in open data; use pass share as proxy
78ec6cf492,2022-11-24,Brazil,Serbia,FIFA World Cup 2022,Group Stage,1,Lusail Stadium,Alireza Faghani,2.124,0.163,23,5,9,0,5,4,8,11,0,3,0,0,618,446,2,0,not in open data; use pass share as proxy
35c57d8e2b,2022-11-24,Portugal,Ghana,FIFA World Cup 2022,Group Stage,1,Stadium 974,Ismail Elfath,2.097,0.78,11,9,5,3,3,3,15,20,2,4,0,0,665,415,3,2,not in open data; use pass share as proxy
5ec685e9a1,2022-11-24,Switzerland,Cameroon,FIFA World Cup 2022,Group Stage,1,Al Janoub Stadium   ,Facundo Tello Figueroa,1.427,0.613,7,8,3,5,11,5,14,10,2,1,0,0,549,533,1,0,not in open data; use pass share as proxy
c31c509af6,2022-11-24,Uruguay,South Korea,FIFA World Cup 2022,Group Stage,1,Education City Stadium ,Clément Turpin,0.417,0.493,10,7,1,0,4,3,7,11,1,1,0,0,570,463,0,0,not in open data; use pass share as proxy
ac1dafe636,2022-11-25,England,United States,FIFA World Cup 2022,Group Stage,2,Al Bayt Stadium,Jesús Valenzuela Sáez,0.461,0.514,8,10,3,1,3,7,11,16,0,0,0,0,582,456,0,0,not in open data; use pass share as proxy
f945492d82,2022-11-25,Netherlands,Ecuador,FIFA World Cup 2022,Group Stage,2,Sheikh Khalifa International Stadium,Mustapha Ghorbal,0.104,1.651,2,15,1,4,2,5,16,13,0,1,0,0,552,463,1,1,not in open data; use pass share as proxy
d03133d538,2022-11-25,Qatar,Senegal,FIFA World Cup 2022,Group Stage,2,Al Thumama Stadium,Antonio Miguel Mateu Lahoz,0.96,0.903,10,12,3,4,6,6,11,13,3,3,0,0,452,547,1,3,not in open data; use pass share as proxy
1ab6b911e6,2022-11-25,Wales,Iran,FIFA World Cup 2022,Group Stage,2,Ahmad bin Ali Stadium,Mario Alberto Escobar Toca,0.616,1.454,10,21,3,6,2,7,9,10,1,2,1,0,559,363,0,2,not in open data; use pass share as proxy
3343641f63,2022-11-26,Argentina,Mexico,FIFA World Cup 2022,Group Stage,2,Lusail Stadium,Daniele Orsato,0.325,0.206,5,4,2,1,4,2,15,21,1,4,0,0,567,403,2,0,not in open data; use pass share as proxy
3c4f0850ca,2022-11-26,France,Denmark,FIFA World Cup 2022,Group Stage,2,Stadium 974,Szymon Marciniak,1.934,0.889,21,10,6,2,6,4,4,11,1,2,0,0,540,567,2,1,not in open data; use pass share as proxy
0e37cf5f32,2022-11-26,Poland,Saudi Arabia,FIFA World Cup 2022,Group Stage,2,Education City Stadium ,Wilton Pereira Sampaio,1.734,1.972,9,17,3,5,4,5,18,16,3,2,0,0,337,582,2,0,not in open data; use pass share as proxy
6edf69925b,2022-11-26,Tunisia,Australia,FIFA World Cup 2022,Group Stage,2,Al Janoub Stadium   ,Daniel Siebert,1.052,0.359,14,9,4,2,5,2,15,16,3,0,0,0,548,404,0,1,not in open data; use pass share as proxy
e6567e0102,2022-11-27,Belgium,Morocco,FIFA World Cup 2022,Group Stage,2,Al Thumama Stadium,César Arturo Ramos Palazuelos,0.643,0.991,10,10,4,4,9,1,10,16,1,1,0,0,703,347,0,2,not in open data; use pass share as proxy
f9c569c183,2022-11-27,Croatia,Canada,FIFA World Cup 2022,Group Stage,2,Sheikh Khalifa International Stadium,Andrés Matonte,2.61,0.287,13,8,10,2,5,2,15,6,2,2,0,0,507,529,4,1,not in open data; use pass share as proxy
992f211eee,2022-11-27,Japan,Costa Rica,FIFA World Cup 2022,Group Stage,2,Ahmad bin Ali Stadium,Michael Oliver,0.774,0.199,13,4,3,1,5,0,24,13,3,3,0,0,619,470,0,1,not in open data; use pass share as proxy
02e2001790,2022-11-27,Spain,Germany,FIFA World Cup 2022,Group Stage,2,Al Bayt Stadium,Danny Desmond Makkelie,0.64,1.147,7,11,3,4,6,5,14,15,1,3,0,0,663,371,1,1,not in open data; use pass share as proxy
2a79237a32,2022-11-28,Brazil,Switzerland,FIFA World Cup 2022,Group Stage,2,Stadium 974,Ivan Arcides Barton Cisneros,0.923,0.289,13,6,5,0,8,3,10,18,1,1,0,0,597,513,1,0,not in open data; use pass share as proxy
cbe468ab95,2022-11-28,Portugal,Uruguay,FIFA World Cup 2022,Group Stage,2,Lusail Stadium,Alireza Faghani,1.214,1.217,15,11,3,3,6,2,11,16,3,2,0,0,626,438,2,0,not in open data; use pass share as proxy
1e4ea1f4cc,2022-11-28,South Korea,Ghana,FIFA World Cup 2022,Group Stage,2,Education City Stadium ,Anthony Taylor,1.368,1.181,21,7,6,3,12,5,15,10,2,2,0,0,605,340,2,3,not in open data; use pass share as proxy
d80d109cab,2022-11-29,Ecuador,Senegal,FIFA World Cup 2022,Group Stage,3,Sheikh Khalifa International Stadium,Clément Turpin,1.002,1.707,9,13,4,3,3,6,23,10,0,1,0,0,465,311,1,2,not in open data; use pass share as proxy
5574ba8e68,2022-11-29,Iran,United States,FIFA World Cup 2022,Group Stage,3,Al Thumama Stadium,Antonio Miguel Mateu Lahoz,0.921,1.17,4,12,1,5,1,5,21,13,3,1,0,0,515,517,0,1,not in open data; use pass share as proxy
99605a2e34,2022-11-29,Qatar,Netherlands,FIFA World Cup 2022,Group Stage,3,Al Bayt Stadium,Bakary Papa Gassama,0.144,1.714,5,13,3,4,2,4,8,19,0,1,0,0,486,832,0,2,not in open data; use pass share as proxy
e878de5419,2022-11-29,Wales,England,FIFA World Cup 2022,Group Stage,3,Ahmad bin Ali Stadium,Slavko Vinčić,0.208,2.915,7,18,1,7,1,6,19,11,2,0,0,0,351,630,0,3,not in open data; use pass share as proxy
7836155f83,2022-11-30,Australia,Denmark,FIFA World Cup 2022,Group Stage,3,Al Janoub Stadium   ,Mustapha Ghorbal,0.47,0.737,8,14,4,4,2,6,12,10,2,1,0,0,350,715,1,0,not in open data; use pass share as proxy
c9f8688379,2022-11-30,Poland,Argentina,FIFA World Cup 2022,Group Stage,3,Stadium 974,Danny Desmond Makkelie,0.198,3.077,4,24,0,13,1,8,9,12,1,1,0,0,337,909,0,2,not in open data; use pass share as proxy
4bdfc3535e,2022-11-30,Saudi Arabia,Mexico,FIFA World Cup 2022,Group Stage,3,Lusail Stadium,Michael Oliver,1.076,2.322,10,26,2,10,1,8,21,18,6,1,0,0,322,488,1,2,not in open data; use pass share as proxy
5b3f76c596,2022-11-30,Tunisia,France,FIFA World Cup 2022,Group Stage,3,Education City Stadium ,Matthew Conger,0.298,0.477,5,10,3,3,7,8,16,8,1,0,0,0,361,661,1,0,not in open data; use pass share as proxy
a391e6999f,2022-12-01,Canada,Morocco,FIFA World Cup 2022,Group Stage,3,Al Thumama Stadium,Raphael Claus,1.096,0.426,5,7,0,2,6,2,16,15,4,0,0,0,562,393,1,2,not in open data; use pass share as proxy
b0df725425,2022-12-01,Costa Rica,Germany,FIFA World Cup 2022,Group Stage,3,Al Bayt Stadium,Stéphanie Frappart,1.035,4.316,7,31,5,11,1,14,4,9,1,0,0,0,374,766,2,4,not in open data; use pass share as proxy
3373743b05,2022-12-01,Croatia,Belgium,FIFA World Cup 2022,Group Stage,3,Ahmad bin Ali Stadium,Anthony Taylor,0.695,2.382,11,16,4,3,2,4,11,10,0,1,0,0,609,630,0,0,not in open data; use pass share as proxy
fb199cd892,2022-12-01,Japan,Spain,FIFA World Cup 2022,Group Stage,3,Sheikh Khalifa International Stadium,Victor Miguel de Freitas Gomes,1.158,0.858,6,12,3,5,0,2,11,8,3,0,0,0,253,1093,2,1,not in open data; use pass share as proxy
c4021792bc,2022-12-02,Cameroon,Brazil,FIFA World Cup 2022,Group Stage,3,Lusail Stadium,Ismail Elfath,0.383,2.378,7,21,3,8,3,11,17,15,5,2,1,0,333,593,1,0,not in open data; use pass share as proxy
8b6a550b94,2022-12-02,Ghana,Uruguay,FIFA World Cup 2022,Group Stage,3,Al Janoub Stadium   ,Daniel Siebert,1.393,1.637,9,12,4,6,5,2,21,11,2,5,0,0,493,469,0,2,not in open data; use pass share as proxy
2a40072f81,2022-12-02,Serbia,Switzerland,FIFA World Cup 2022,Group Stage,3,Stadium 974,Fernando Andrés Rapallini,1.189,3.104,12,14,4,7,2,0,21,14,7,4,0,0,521,445,2,3,not in open data; use pass share as proxy
311c9325db,2022-12-02,South Korea,Portugal,FIFA World Cup 2022,Group Stage,3,Education City Stadium ,Facundo Tello Figueroa,1.399,0.974,12,13,6,6,5,4,9,10,2,0,0,0,388,619,2,1,not in open data; use pass share as proxy
b2b0faf3ec,2022-12-03,Argentina,Australia,FIFA World Cup 2022,Round of 16,4,Ahmad bin Ali Stadium,Szymon Marciniak,1.482,0.426,14,5,5,1,1,3,9,18,0,2,0,0,728,478,2,1,not in open data; use pass share as proxy
d99be58a6f,2022-12-03,Netherlands,United States,FIFA World Cup 2022,Round of 16,4,Sheikh Khalifa International Stadium,Wilton Pereira Sampaio,1.482,1.652,11,18,6,6,4,5,11,5,2,0,0,0,439,618,3,1,not in open data; use pass share as proxy
4ef5a0caba,2022-12-04,England,Senegal,FIFA World Cup 2022,Round of 16,4,Al Bayt Stadium,Ivan Arcides Barton Cisneros,1.02,0.973,8,10,4,1,3,3,16,13,0,1,0,0,626,408,3,0,not in open data; use pass share as proxy
e5a611b433,2022-12-04,France,Poland,FIFA World Cup 2022,Round of 16,4,Al Thumama Stadium,Jesús Valenzuela Sáez,1.126,1.594,16,12,8,2,7,1,11,10,1,2,0,0,593,488,3,1,not in open data; use pass share as proxy
aa719a0fc7,2022-12-05,Brazil,South Korea,FIFA World Cup 2022,Round of 16,4,Stadium 974,Clément Turpin,3.261,0.345,18,8,10,6,5,4,8,12,0,1,0,0,641,555,4,1,not in open data; use pass share as proxy
a22b287e5b,2022-12-05,Japan,Croatia,FIFA World Cup 2022,Round of 16,4,Al Janoub Stadium   ,Ismail Elfath,1.069,0.854,13,17,4,4,8,5,13,16,0,2,0,0,582,796,1,1,not in open data; use pass share as proxy
4d78f17b1c,2022-12-06,Morocco,Spain,FIFA World Cup 2022,Round of 16,4,Education City Stadium ,Fernando Andrés Rapallini,0.57,0.495,6,12,2,1,0,8,19,14,1,1,0,0,365,1068,0,0,not in open data; use pass share as proxy
8efaa3cc35,2022-12-06,Portugal,Switzerland,FIFA World Cup 2022,Round of 16,4,Lusail Stadium,César Arturo Ramos Palazuelos,2.284,1.272,15,10,9,3,6,6,14,15,0,2,0,0,488,528,6,1,not in open data; use pass share as proxy
2ce1766671,2022-12-09,Croatia,Brazil,FIFA World Cup 2022,Quarter-finals,5,Education City Stadium ,Michael Oliver,0.633,1.816,9,20,1,11,3,7,23,25,2,3,0,0,737,747,1,1,not in open data; use pass share as proxy
2af32b1111,2022-12-09,Netherlands,Argentina,FIFA World Cup 2022,Quarter-finals,5,Lusail Stadium,Antonio Miguel Mateu Lahoz,0.57,1.939,7,14,2,5,2,8,37,22,5,8,0,0,691,640,2,2,not in open data; use pass share as proxy
945b79ba4f,2022-12-10,England,France,FIFA World Cup 2022,Quarter-finals,5,Al Bayt Stadium,Wilton Pereira Sampaio,2.353,0.839,16,8,7,5,5,2,10,15,1,3,0,0,554,412,1,2,not in open data; use pass share as proxy
a347789d2b,2022-12-10,Morocco,Portugal,FIFA World Cup 2022,Quarter-finals,5,Al Thumama Stadium,Facundo Tello Figueroa,0.972,0.744,9,12,3,3,3,9,18,9,3,1,1,0,249,731,1,0,not in open data; use pass share as proxy
de1eb723e8,2022-12-13,Argentina,Croatia,FIFA World Cup 2022,Semi-finals,6,Lusail Stadium,Daniele Orsato,1.864,0.41,9,12,7,2,2,4,20,10,2,2,0,0,432,648,3,0,not in open data; use pass share as proxy
2c8ca8aaf5,2022-12-14,France,Morocco,FIFA World Cup 2022,Semi-finals,6,Al Bayt Stadium,César Arturo Ramos Palazuelos,2.002,1.23,14,13,2,2,2,3,14,14,0,1,0,0,387,615,2,0,not in open data; use pass share as proxy
95769b9c0e,2022-12-17,Croatia,Morocco,FIFA World Cup 2022,3rd Place Final,7,Sheikh Khalifa International Stadium,Abdulrahman Ibrahim Al Jassim,0.849,0.991,12,9,4,2,6,3,14,15,0,2,0,0,528,512,2,1,not in open data; use pass share as proxy
637cde918f,2022-12-18,Argentina,France,FIFA World Cup 2022,Final,7,Lusail Stadium,Szymon Marciniak,2.758,2.273,20,10,10,5,6,5,29,19,4,3,0,0,693,570,3,3,not in open data; use pass share as proxy
2de82a21b7,2024-01-13,Ivory Coast,Guinea-Bissau,AFCON 2023,Group Stage,1,Stade Olympique Alassane Ouattara,Amin Mohamed Omar,0.707,0.53,10,10,4,3,6,2,12,13,2,1,0,0,598,394,2,0,not in open data; use pass share as proxy
9d09ccda90,2024-01-14,Egypt,Mozambique,AFCON 2023,Group Stage,1,Stade Félix Houphouët-Boigny      ,Dahane Beida,1.929,0.728,22,6,5,2,7,2,9,9,1,3,0,0,589,373,2,2,not in open data; use pass share as proxy
bae201c6d2,2024-01-14,Ghana,Cape Verde,AFCON 2023,Group Stage,1,Stade Félix Houphouët-Boigny      ,Jean Jacques Ndala Ngambo,1.438,2.72,11,15,1,5,2,5,17,15,3,3,0,0,386,417,1,2,not in open data; use pass share as proxy
d2d6157062,2024-01-15,Algeria,Angola,AFCON 2023,Group Stage,1,Stade de Bouaké,Issa Sy,0.697,1.197,16,7,3,1,14,2,13,19,4,1,0,0,589,296,1,1,not in open data; use pass share as proxy
c0cda4e359,2024-01-15,Senegal,Gambia,AFCON 2023,Group Stage,1,Stade Charles Konan Banny de Yamoussoukro,Redouane Jiyed,1.721,1.008,14,12,6,2,6,4,20,13,2,0,0,1,594,291,3,0,not in open data; use pass share as proxy
1caff2d23b,2024-01-16,Mali,South Africa,AFCON 2023,Group Stage,1,Stade Amadou Gon Coulibaly,Mohamed Adel Hussein,2.342,1.39,16,12,7,6,2,3,14,12,3,2,0,0,438,531,2,0,not in open data; use pass share as proxy
a00e7af646,2024-01-16,Tunisia,Namibia,AFCON 2023,Group Stage,1,Stade Amadou Gon Coulibaly,Abdulkadir Artan,0.871,1.61,9,13,3,4,8,7,11,13,0,0,0,0,490,325,0,1,not in open data; use pass share as proxy
b46ba73187,2024-01-17,DR Congo,Zambia,AFCON 2023,Group Stage,1,Stade Laurent Pokou,Bamlak Tessema Weyesa,2.682,0.096,27,3,7,1,7,0,11,13,1,1,0,0,499,409,1,1,not in open data; use pass share as proxy
434c2aa7db,2024-01-17,Morocco,Tanzania,AFCON 2023,Group Stage,1,Stade Laurent Pokou,Alhadi Allaou Mahamat,2.3,0.012,15,2,7,0,5,2,14,16,2,5,0,1,520,470,3,0,not in open data; use pass share as proxy
c9750d6345,2024-01-18,Egypt,Ghana,AFCON 2023,Group Stage,2,Stade Félix Houphouët-Boigny      ,Pierre Ghislain Atcho,1.204,0.426,11,6,5,3,3,4,14,20,0,1,0,0,479,355,2,2,not in open data; use pass share as proxy
ba0c209e91,2024-01-18,Ivory Coast,Nigeria,AFCON 2023,Group Stage,2,Stade Olympique Alassane Ouattara,Mustapha Ghorbal,0.607,1.576,14,11,3,1,5,6,16,19,0,1,0,0,460,268,0,1,not in open data; use pass share as proxy
8f3832c4cb,2024-01-19,Cape Verde,Mozambique,AFCON 2023,Group Stage,2,Stade Félix Houphouët-Boigny      ,Samir Guezzaz,0.599,0.331,11,8,5,2,1,6,17,15,1,0,0,0,458,471,3,0,not in open data; use pass share as proxy
2617473174,2024-01-19,Senegal,Cameroon,AFCON 2023,Group Stage,2,Stade Charles Konan Banny de Yamoussoukro,Mahmood Ali Mahmood Ismail,1.231,0.249,5,5,3,1,8,9,14,14,1,3,0,0,378,424,3,1,not in open data; use pass share as proxy
b4221ee113,2024-01-20,Algeria,Burkina Faso,AFCON 2023,Group Stage,2,Stade de Bouaké,Abongile Tom,1.998,1.259,15,7,5,3,4,1,13,18,2,5,0,0,458,266,2,2,not in open data; use pass share as proxy
441676f424,2024-01-20,Tunisia,Mali,AFCON 2023,Group Stage,2,Stade Amadou Gon Coulibaly,Daniel Nii Ayi Laryea,0.53,0.846,5,12,1,1,3,4,13,13,2,0,0,0,340,518,1,1,not in open data; use pass share as proxy
543a232469,2024-01-21,Morocco,DR Congo,AFCON 2023,Group Stage,2,Stade Laurent Pokou,Peter Waweru Kamaku,1.055,2.31,11,11,4,2,3,5,17,17,3,1,0,0,416,343,1,1,not in open data; use pass share as proxy
545e6d9edc,2024-01-21,South Africa,Namibia,AFCON 2023,Group Stage,2,Stade Amadou Gon Coulibaly,Youcef Gamouh,2.216,0.569,12,4,8,1,6,2,20,13,1,0,0,0,403,382,4,0,not in open data; use pass share as proxy
8ef0ff5070,2024-01-22,Cape Verde,Egypt,AFCON 2023,Group Stage,3,Stade Félix Houphouët-Boigny      ,Alhadi Allaou Mahamat,0.407,1.764,6,27,3,7,4,8,9,11,1,2,0,0,426,483,2,2,not in open data; use pass share as proxy
08e9281eb2,2024-01-22,Ivory Coast,Equatorial Guinea,AFCON 2023,Group Stage,3,Stade Olympique Alassane Ouattara,Mahmood Ali Mahmood Ismail,2.069,1.093,22,10,3,7,11,1,21,23,2,3,0,0,464,209,0,4,not in open data; use pass share as proxy
065622e54e,2024-01-22,Mozambique,Ghana,AFCON 2023,Group Stage,3,Stade Olympique Alassane Ouattara,Ibrahim Mutaz,1.54,1.843,14,8,4,4,6,3,10,33,4,5,0,0,413,269,2,2,not in open data; use pass share as proxy
399fb42009,2024-01-23,Guinea,Senegal,AFCON 2023,Group Stage,3,Stade Charles Konan Banny de Yamoussoukro,Pacifique Ndabihawenimana,0.553,0.943,4,12,1,2,0,6,18,14,2,2,0,0,425,412,0,2,not in open data; use pass share as proxy
